1005.36	377.318	107.6	10.189
1005.37	378.888	107.836	10.106
1005.39	384.213	109.298	10.085
1005.40	386.579	110.066	10.121
1005.41	389.573	110.97	10.141
1005.42	394.435	112.374	10.149
1005.44	397.353	113.175	10.137
1005.45	400.437	113.93	10.091
1005.46	404.072	114.926	10.077
1005.47	407.499	115.745	10.02
1005.49	410.207	116.145	9.886
1005.50	414.574	116.769	9.664
1005.51	419.682	117.465	9.4
1005.52	422.194	117.379	9.119
1005.54	429.187	118.706	8.903
1005.55	432.036	118.965	8.719
1005.56	432.205	118.597	8.574
1005.57	437.121	119.778	8.516
1005.59	436.665	119.804	8.569
1006.00	441.127	121.589	8.76
1006.01	441.225	122.644	9.11
1006.02	435.353	122.188	9.515
1006.04	433.808	122.482	9.766
1006.05	429.106	121.583	9.916
1006.06	426.242	121.098	10.03
1006.07	419.04	119.245	10.099
1006.09	417.451	118.758	10.086
1006.10	410.385	116.985	10.173
1006.11	408.77	116.683	10.231
1006.12	400.929	114.411	10.218
1006.14	395.642	112.817	10.186
1006.15	387.443	110.389	10.151
1006.16	382.01	108.667	10.083
1006.17	379.722	107.939	10.053
1006.19	375.371	106.677	10.043
1006.20	370.852	105.392	10.042
1006.21	369.112	104.882	10.036
1006.22	368.576	104.724	10.034
1006.24	365.739	103.917	10.034
1006.25	364.228	103.204	9.917
1006.26	362.447	102.515	9.841
1006.27	362.598	102.484	9.811
1006.29	361.344	102.082	9.791
1006.30	359.983	101.676	9.782
1006.31	360.874	101.927	9.782
1006.32	358.499	101.239	9.775
1006.34	360.238	101.714	9.768
1006.35	358.609	101.266	9.773
1006.36	359.884	101.64	9.779
1006.37	358.659	101.302	9.782
1006.39	358.522	101.275	9.787
1006.40	358.037	101.15	9.792
1006.41	357.992	101.133	9.79
1006.42	358.067	101.165	9.795
1006.43	357.884	101.143	9.807
1006.45	358.511	101.339	9.815
1006.46	357.607	101.134	9.836
1006.47	359.113	101.569	9.84
1006.48	357.072	101.073	9.874
1006.50	357.843	101.298	9.877
1006.51	357.908	101.283	9.863
1006.52	357.984	101.313	9.866
1006.53	359.037	101.616	9.869
1006.55	358.166	101.35	9.861
1006.56	357.852	101.256	9.858
1006.57	357.037	101.048	9.868
1006.58	357.688	101.198	9.853
1007.00	357.807	101.21	9.844
1007.01	359.211	101.562	9.826
1007.02	358.464	101.459	9.871
1007.03	355.853	100.675	9.852
1007.05	358.911	101.456	9.817
1007.06	357.674	101.117	9.821
1007.07	357.174	101.024	9.841
1007.08	360.031	101.799	9.828
1007.10	357.147	101.039	9.851
1007.11	358.405	101.38	9.845
1007.12	357.182	101.026	9.841
1007.13	359.53	101.696	9.844
1007.15	357.366	101.15	9.872
1007.16	358.086	101.375	9.88
1007.17	357.629	101.229	9.873
1007.18	358.067	101.388	9.888
1007.20	357.828	101.274	9.869
1007.21	358.221	101.339	9.85
1007.22	358.196	101.373	9.867
1007.23	357.079	101.063	9.869
1007.25	359.019	101.606	9.866
1007.26	357.648	101.224	9.869
1007.27	358.621	101.512	9.874
1007.28	359.113	101.641	9.87
1007.30	358.035	101.35	9.876
1007.31	357.731	101.204	9.851
1007.32	357.836	101.243	9.855
1007.33	357.186	100.993	9.827
